,location,total_sqft,bath,price,bhk
2223,Electronic City Phase II,975.0,2.0,45.0,3
2224,Electronic City Phase II,1116.0,2.0,37.0,2
2225,Electronic City Phase II,1125.0,2.0,29.25,2
2226,Electronic City Phase II,1000.0,2.0,28.88,2
2227,Electronic City Phase II,1000.0,2.0,28.88,2
2228,Electronic City Phase II,1000.0,2.0,28.88,2
2229,Electronic City Phase II,1165.0,2.0,30.29,2
2230,Electronic City Phase II,1031.0,2.0,53.0,2
2231,Electronic City Phase II,1611.0,2.0,48.33,3
2232,Electronic City Phase II,1065.0,2.0,30.88,2
2233,Electronic City Phase II,1220.0,3.0,36.6,3
2234,Electronic City Phase II,1549.0,3.0,80.0,3
2235,Electronic City Phase II,1065.0,2.0,56.13,2
2236,Electronic City Phase II,1320.0,2.0,38.13,3
2237,Electronic City Phase II,920.0,2.0,26.0,2
2238,Electronic City Phase II,1140.0,2.0,33.84,2
2239,Electronic City Phase II,1219.0,2.0,61.26,2
2240,Electronic City Phase II,1252.0,2.0,65.0,3
2241,Electronic City Phase II,1125.0,2.0,32.49,2
2242,Electronic City Phase II,1310.0,2.0,37.83,3
2243,Electronic City Phase II,1286.0,2.0,69.0,2
2244,Electronic City Phase II,1220.0,2.0,36.21,3
2245,Electronic City Phase II,1140.0,2.0,32.92,2
2246,Electronic City Phase II,1116.0,2.0,40.0,2
2247,Electronic City Phase II,1150.0,3.0,46.0,3
2248,Electronic City Phase II,1192.0,2.0,47.0,3
2249,Electronic City Phase II,1502.0,3.0,50.0,3
2250,Electronic City Phase II,1020.0,2.0,32.0,2
2251,Electronic City Phase II,1900.0,3.0,97.0,4
2252,Electronic City Phase II,1020.0,2.0,27.43,2
2253,Electronic City Phase II,1025.0,2.0,26.65,2
2254,Electronic City Phase II,1020.0,2.0,29.45,2
2255,Electronic City Phase II,1000.0,2.0,28.88,2
2256,Electronic City Phase II,1310.0,2.0,37.84,3
2257,Electronic City Phase II,1140.0,2.0,28.5,2
2258,Electronic City Phase II,1125.0,2.0,32.49,2
2259,Electronic City Phase II,1200.0,2.0,34.65,2
2260,Electronic City Phase II,1160.0,2.0,52.2,2
2261,Electronic City Phase II,1244.0,2.0,55.0,2
2262,Electronic City Phase II,1160.0,2.0,33.51,2
2263,Electronic City Phase II,1220.0,3.0,35.25,3
2264,Electronic City Phase II,1625.0,2.0,48.75,3
2265,Electronic City Phase II,972.0,2.0,40.0,2
2266,Electronic City Phase II,1160.0,2.0,33.51,2
2267,Electronic City Phase II,1400.0,2.0,40.45,3
2268,Electronic City Phase II,1090.0,2.0,31.48,2
2269,Electronic City Phase II,1140.0,2.0,32.92,2
2270,Electronic City Phase II,1155.0,2.0,57.0,2
2271,Electronic City Phase II,1800.0,3.0,92.0,3
2272,Electronic City Phase II,1300.0,2.0,28.0,2
2273,Electronic City Phase II,1160.0,2.0,33.5,2
2274,Electronic City Phase II,1025.0,2.0,29.6,2
2275,Electronic City Phase II,829.0,2.0,22.8,2
2276,Electronic City Phase II,2187.5,4.0,105.0,4
2277,Electronic City Phase II,1252.0,2.0,67.0,2
2278,Electronic City Phase II,1320.0,2.0,38.12,3
2279,Electronic City Phase II,1125.0,2.0,32.63,2
2280,Electronic City Phase II,1140.0,2.0,34.0,2
2281,Electronic City Phase II,1310.0,2.0,37.84,3
2282,Electronic City Phase II,1400.0,2.0,40.43,3
2283,Electronic City Phase II,1252.0,2.0,65.0,3
2284,Electronic City Phase II,1135.0,2.0,46.0,2
2285,Electronic City Phase II,1305.0,3.0,65.0,3
2286,Electronic City Phase II,1165.0,2.0,33.64,2
2287,Electronic City Phase II,1400.0,2.0,40.44,3
2288,Electronic City Phase II,1336.0,2.0,50.35,3
2289,Electronic City Phase II,925.0,2.0,49.82,3
2290,Electronic City Phase II,1065.0,2.0,30.76,2
2291,Electronic City Phase II,1065.0,2.0,30.75,2
2292,Electronic City Phase II,1140.0,2.0,33.06,2
2293,Electronic City Phase II,911.0,2.0,26.5,2
2294,Electronic City Phase II,1200.0,2.0,34.65,2
2295,Electronic City Phase II,1031.0,2.0,54.48,2
2296,Electronic City Phase II,1310.0,2.0,37.83,3
2297,Electronic City Phase II,1651.0,3.0,49.53,3
2298,Electronics City Phase 1,1070.0,2.0,45.5,2
2299,Electronics City Phase 1,1475.0,3.0,78.29,3
2300,Electronics City Phase 1,1490.0,3.0,78.8,3
2301,Electronics City Phase 1,1113.27,2.0,53.0,2
2302,Electronics City Phase 1,1490.0,3.0,84.0,3
2303,Electronics City Phase 1,1175.0,2.0,51.47,2
2304,Electronics City Phase 1,950.0,2.0,31.0,2
2305,Electronics City Phase 1,1160.0,2.0,52.0,2
2306,Electronics City Phase 1,920.0,2.0,33.0,2
2307,Electronics City Phase 1,1750.0,3.0,84.0,3
2308,Electronics City Phase 1,1350.0,3.0,55.0,3
2309,Electronics City Phase 1,940.0,2.0,40.0,2
2310,Electronics City Phase 1,1150.0,2.0,39.0,2
2311,Electronics City Phase 1,1015.0,2.0,56.0,2
2312,Electronics City Phase 1,1595.0,3.0,75.0,3
2313,Electronics City Phase 1,1515.0,2.0,80.91,3
2314,Electronics City Phase 1,995.0,2.0,46.0,2
2315,Electronics City Phase 1,1555.0,2.0,82.0,3
2316,Electronics City Phase 1,1340.0,2.0,75.0,2
2317,Electronics City Phase 1,1124.0,2.0,55.0,3
2318,Electronics City Phase 1,1175.0,2.0,57.0,2
2319,Electronics City Phase 1,755.0,1.0,42.41,1
2320,Electronics City Phase 1,919.0,2.0,28.0,2
2321,Electronics City Phase 1,950.0,2.0,33.0,2
2322,Electronics City Phase 1,940.0,2.0,49.0,2
2323,Electronics City Phase 1,1335.0,2.0,67.0,2
2324,Electronics City Phase 1,1175.0,2.0,69.0,2
2325,Electronics City Phase 1,1113.12,2.0,55.0,2
2326,Electronics City Phase 1,995.0,2.0,42.0,2
2327,Electronics City Phase 1,1350.0,3.0,71.0,3
2328,Electronics City Phase 1,1445.0,2.0,56.0,3
2329,Electronics City Phase 1,995.0,2.0,49.8,2
2330,Electronics City Phase 1,1190.0,2.0,68.0,2
2331,Electronics City Phase 1,1085.0,2.0,46.0,2
2332,Electronics City Phase 1,1450.0,3.0,72.54,3
2333,Electronics City Phase 1,1175.0,2.0,64.98,2
2334,Electronics City Phase 1,1200.0,2.0,59.76,2
2335,Electronics City Phase 1,1145.0,2.0,54.0,2
2336,Electronics City Phase 1,1125.0,2.0,65.0,2
2337,Electronics City Phase 1,1522.5,2.0,60.75,3
2338,Electronics City Phase 1,1550.0,2.0,82.0,3
2339,Electronics City Phase 1,1175.0,2.0,50.0,2
2340,Electronics City Phase 1,1245.0,2.0,75.0,2
2341,Electronics City Phase 1,865.0,2.0,40.0,2
2342,Electronics City Phase 1,1450.0,3.0,70.0,3
2343,Electronics City Phase 1,1450.0,2.0,63.51,3
2344,Electronics City Phase 1,1450.0,3.0,58.0,3
2345,Electronics City Phase 1,1800.0,3.0,93.0,3
2346,Electronics City Phase 1,1314.0,2.0,60.0,2
2347,Electronics City Phase 1,1170.0,2.0,62.0,2
2348,Electronics City Phase 1,1450.0,3.0,79.0,3
2349,Electronics City Phase 1,940.0,2.0,48.0,2
2350,Electronics City Phase 1,940.0,2.0,44.0,2
2351,Electronics City Phase 1,1300.0,2.0,67.0,2
2352,Electronics City Phase 1,1000.0,2.0,28.0,2
2353,Electronics City Phase 1,1028.0,2.0,51.0,2
2354,Electronics City Phase 1,1080.0,2.0,46.0,2
2355,Electronics City Phase 1,891.0,2.0,24.95,2
2356,Electronics City Phase 1,1032.0,2.0,31.99,2
2357,Electronics City Phase 1,1205.0,2.0,60.0,2
2358,Electronics City Phase 1,891.0,2.0,26.0,2
2359,Electronics City Phase 1,1900.0,3.0,85.0,3
2360,Electronics City Phase 1,1305.0,2.0,67.0,2
2361,Electronics City Phase 1,755.0,1.0,30.12,1
2362,Electronics City Phase 1,1175.0,2.0,60.0,2
2363,Electronics City Phase 1,1700.0,3.0,111.0,3
2364,Frazer Town,1700.0,3.0,180.0,3
2365,Frazer Town,1870.0,3.0,185.0,3
2366,Frazer Town,1750.0,3.0,150.0,3
2367,Frazer Town,4850.0,6.0,385.0,4
2368,Frazer Town,2000.0,3.0,200.0,3
2369,Frazer Town,3500.0,4.0,330.0,3
2370,Frazer Town,2350.0,4.0,285.0,3
2371,Frazer Town,1550.0,2.0,140.0,2
2372,Frazer Town,1900.0,4.0,145.0,3
2373,Frazer Town,2560.0,3.0,265.0,3
2374,Frazer Town,2400.0,3.0,260.0,3
2375,Frazer Town,2560.0,3.0,288.0,3
2376,Frazer Town,3436.0,5.0,341.0,4
2377,Frazer Town,1315.0,2.0,140.0,2
2378,Frazer Town,1706.0,3.0,154.0,3
2379,Frazer Town,2079.0,3.0,220.0,3
2380,Frazer Town,3435.0,2.0,341.0,4
2381,Frazer Town,3436.0,5.0,345.0,4
2382,Frazer Town,560.0,1.0,90.0,1
2383,Frazer Town,5400.0,3.0,400.0,3
2384,Frazer Town,1180.0,2.0,105.0,2
2385,Frazer Town,2900.0,4.0,325.0,4
2386,Frazer Town,2214.0,3.0,350.0,3
2387,Frazer Town,1870.0,3.0,180.0,3
2388,Frazer Town,896.0,1.0,100.0,1
2389,Frazer Town,1420.0,2.0,120.0,2
2390,GM Palaya,1820.0,2.0,86.0,3
2391,GM Palaya,1000.0,2.0,36.0,2
2392,GM Palaya,1225.0,2.0,47.0,2
2393,GM Palaya,1140.0,2.0,48.95,2
2394,GM Palaya,1315.0,2.0,65.0,3
2395,GM Palaya,1000.0,2.0,35.0,2
2396,GM Palaya,1315.0,3.0,65.0,3
2397,GM Palaya,1315.0,3.0,64.0,3
2398,GM Palaya,1735.0,3.0,70.0,3
2399,GM Palaya,1643.0,2.0,70.0,3
2400,Garudachar Palya,1325.0,2.0,60.8,3
2401,Garudachar Palya,1060.0,2.0,48.7,2
2402,Garudachar Palya,1960.0,3.0,160.0,3
2403,Garudachar Palya,1150.0,2.0,52.75,2
2404,Garudachar Palya,1295.0,2.0,59.5,3
2405,Garudachar Palya,1320.0,2.0,60.6,3
2406,Garudachar Palya,1295.0,2.0,59.5,3
2407,Garudachar Palya,1150.0,2.0,52.8,2
2408,Garudachar Palya,1150.0,2.0,52.8,2
2409,Garudachar Palya,1060.0,2.0,48.5,2
2410,Garudachar Palya,1150.0,2.0,52.5,2
2411,Garudachar Palya,1325.0,2.0,60.8,3
2412,Garudachar Palya,1060.0,2.0,48.66,2
2413,Garudachar Palya,1150.0,2.0,52.0,2
2414,Garudachar Palya,1610.0,2.0,119.0,3
2415,Garudachar Palya,1154.0,2.0,51.8,2
2416,Garudachar Palya,1325.0,2.0,60.0,3
2417,Giri Nagar,2400.0,4.0,400.0,4
2418,Giri Nagar,1800.0,3.0,252.0,3
2419,Giri Nagar,4500.0,5.0,250.0,7
2420,Giri Nagar,1350.0,3.0,240.0,3
2421,Giri Nagar,2400.0,4.0,400.0,4
2422,Giri Nagar,3000.0,4.0,375.0,6
2423,Giri Nagar,2400.0,6.0,400.0,6
2424,Giri Nagar,600.0,1.0,125.0,1
2425,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2426,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2427,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2428,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2429,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2430,Gollarapalya Hosahalli,996.0,2.0,36.5,2
2431,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2432,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2433,Gottigere,1100.0,2.0,40.0,2
2434,Gottigere,967.0,2.0,45.0,2
2435,Gottigere,891.0,2.0,25.0,2
2436,Gottigere,1618.0,3.0,82.5,3
2437,Gottigere,1222.0,2.0,63.0,2
2438,Gottigere,1300.0,3.0,65.0,3
2439,Gottigere,950.0,2.0,38.0,2
2440,Gottigere,1153.0,2.0,48.5,2
2441,Gottigere,812.0,1.0,26.0,1
2442,Gottigere,2000.0,4.0,82.0,4
2443,Gottigere,1460.0,2.0,65.0,3
2444,Gottigere,1500.0,3.0,70.0,3
2445,Gottigere,1621.0,3.0,72.0,3
2446,Gottigere,1304.0,3.0,80.0,3
2447,Gottigere,812.0,1.0,26.0,1
2448,Gottigere,990.0,2.0,40.0,2
2449,Gottigere,1235.0,2.0,63.0,2
2450,Gottigere,1385.0,3.0,64.0,3
2451,Gottigere,1000.0,2.0,35.0,2
2452,Gottigere,1010.0,2.0,35.0,2
2453,Gottigere,1435.0,2.0,62.0,3
2454,Gottigere,945.0,2.0,45.0,2
2455,Gottigere,1230.0,2.0,52.0,3
2456,Gottigere,1120.0,2.0,50.0,2
2457,Gottigere,1500.0,3.0,63.0,3
2458,Gottigere,1200.0,2.0,40.0,2
2459,Gottigere,1280.0,2.0,61.0,2
2460,Gottigere,1205.0,2.0,56.58,2
2461,Gottigere,1170.0,2.0,40.0,2
2462,Gottigere,1613.0,3.0,72.0,3
2463,Gottigere,1493.0,2.0,90.0,3
2464,Gottigere,1110.0,2.0,36.25,2
2465,Gottigere,1245.0,2.0,59.0,2
2466,Gottigere,1200.0,2.0,50.0,2
2467,Green Glen Layout,1575.0,3.0,125.0,3
2468,Green Glen Layout,1670.0,3.0,120.0,3
2469,Green Glen Layout,1776.42,3.0,105.0,3
2470,Green Glen Layout,940.0,2.0,56.8,2
2471,Green Glen Layout,1725.0,3.0,130.0,3
2472,Green Glen Layout,1075.0,2.0,60.0,2
2473,Green Glen Layout,1485.0,3.0,115.0,3
2474,Green Glen Layout,1715.0,3.0,115.0,3
2475,Green Glen Layout,1751.0,2.0,115.0,3
2476,Green Glen Layout,1750.0,3.0,130.0,3
2477,Green Glen Layout,1530.0,3.0,105.0,3
2478,Green Glen Layout,1752.0,3.0,105.0,3
2479,Green Glen Layout,1680.0,4.0,95.0,3
2480,Green Glen Layout,1728.0,3.0,125.0,3
2481,Green Glen Layout,1645.0,3.0,110.0,3
2482,Green Glen Layout,1517.0,3.0,100.0,3
2483,Green Glen Layout,1750.0,3.0,120.0,3
2484,Green Glen Layout,1751.0,3.0,115.0,3
2485,Green Glen Layout,1750.0,3.0,105.0,3
2486,Green Glen Layout,1885.0,3.0,135.0,3
2487,Green Glen Layout,1715.0,3.0,120.0,3
2488,Green Glen Layout,1623.29,2.0,105.0,3
2489,Green Glen Layout,1715.0,3.0,115.0,3
2490,Green Glen Layout,1715.0,3.0,105.0,3
2491,Green Glen Layout,1600.0,3.0,105.0,3
2492,Green Glen Layout,1717.0,3.0,125.0,3
2493,Green Glen Layout,1250.0,2.0,75.0,2
2494,Green Glen Layout,1715.0,3.0,112.0,3
2495,Gubbalala,1470.0,2.0,82.0,3
2496,Gubbalala,1745.0,3.0,125.0,3
2497,Gubbalala,1745.0,3.0,104.0,3
2498,Gubbalala,1745.0,3.0,115.0,3
2499,Gubbalala,1745.0,3.0,110.0,3
2500,Gubbalala,1650.0,3.0,71.0,3
2501,Gubbalala,1539.0,2.0,52.36,3
2502,Gubbalala,2570.0,4.0,141.0,5
2503,Gubbalala,1008.0,2.0,32.25,2
2504,Gubbalala,1205.0,2.0,70.0,2
2505,Gubbalala,2500.0,3.0,88.0,3
2506,Gubbalala,1435.0,2.0,80.0,3
2507,Gubbalala,1475.0,2.0,80.0,2
2508,Gubbalala,1223.0,2.0,42.81,2
2509,Gubbalala,2000.0,4.0,85.0,4
2510,Gubbalala,1223.0,3.0,39.14,3
2511,Gubbalala,1100.0,2.0,49.5,2
2512,Gubbalala,1060.0,2.0,46.0,2
2513,Gubbalala,2000.0,3.0,125.0,3
2514,Gubbalala,2500.0,6.0,88.0,6
2515,Gubbalala,4000.0,5.0,195.0,4
2516,Gubbalala,1745.0,3.0,140.0,3
2517,Gubbalala,1745.0,3.0,130.0,3
2518,Gubbalala,1285.0,2.0,90.0,2
2519,Gunjur,1140.0,2.0,43.0,2
2520,Gunjur,1356.0,2.0,66.0,3
2521,Gunjur,1600.0,3.0,75.0,3
2522,Gunjur,2000.0,3.0,95.0,4
2523,Gunjur,1140.0,2.0,49.11,2
2524,Gunjur,1195.0,2.0,44.0,2
2525,Gunjur,1190.0,2.0,40.0,2
2526,Gunjur,1457.0,2.0,60.0,2
2527,Gunjur,1080.0,2.0,41.0,2
2528,Gunjur,2132.0,3.0,80.0,3
2529,Gunjur,1800.0,3.0,70.0,3
2530,Gunjur,1175.0,2.0,43.48,2
2531,Gunjur,1362.0,3.0,62.63,3
2532,Gunjur,1071.0,2.0,51.0,2
2533,Gunjur,1063.0,2.0,40.0,2
2534,Gunjur,1235.0,2.0,52.76,2
2535,Gunjur,1362.0,3.0,62.63,3
2536,Gunjur,1362.0,3.0,62.63,3
2537,Gunjur,1588.0,2.0,90.0,3
2538,Gunjur,1235.0,2.0,44.5,2
2539,Gunjur,1457.0,2.0,60.0,2
2540,HAL 2nd Stage,1490.0,2.0,300.0,3
2541,HAL 2nd Stage,2100.0,3.0,252.0,3
2542,HAL 2nd Stage,600.0,3.0,145.0,2
2543,HAL 2nd Stage,2700.0,3.0,500.0,3
2544,HAL 2nd Stage,2040.0,4.0,500.0,5
2545,HBR Layout,2800.0,2.0,200.0,3
2546,HBR Layout,1722.0,3.0,95.0,3
2547,HBR Layout,1200.0,4.0,120.0,4
2548,HBR Layout,1200.0,2.0,60.0,2
2549,HBR Layout,1004.0,2.0,49.0,2
2550,HBR Layout,1783.0,3.0,125.0,3
2551,HBR Layout,1656.0,3.0,90.0,3
2552,HBR Layout,1089.0,2.0,60.0,2
2553,HBR Layout,1700.0,3.0,110.0,3
2554,HBR Layout,1198.0,2.0,65.0,2
2555,HBR Layout,1200.0,4.0,115.0,4
2556,HBR Layout,1200.0,2.0,120.0,2
2557,HBR Layout,1832.0,3.0,160.0,3
2558,HRBR Layout,1374.0,2.0,95.0,2
2559,HRBR Layout,1440.0,2.0,98.0,2
2560,HRBR Layout,1567.0,3.0,90.0,3
2561,HRBR Layout,1210.0,2.0,75.0,2
2562,HRBR Layout,1200.0,2.0,170.0,4
2563,HRBR Layout,1265.0,2.0,78.0,2
2564,HRBR Layout,1200.0,3.0,180.0,4
2565,HRBR Layout,1170.0,2.0,75.0,2
2566,HRBR Layout,1335.0,2.0,87.0,3
2567,HRBR Layout,1900.0,3.0,90.0,4
2568,HRBR Layout,1625.0,3.0,120.0,3
2569,HRBR Layout,1301.0,2.0,120.0,2
2570,HRBR Layout,1145.0,2.0,68.5,2
2571,HRBR Layout,1300.0,2.0,90.0,2
2572,HSR Layout,1400.0,3.0,56.0,3
2573,HSR Layout,1372.0,2.0,68.0,2
2574,HSR Layout,1430.0,2.0,65.0,3
2575,HSR Layout,1475.0,3.0,75.0,3
2576,HSR Layout,1467.0,2.0,55.0,2
2577,HSR Layout,1140.0,2.0,46.0,2
2578,HSR Layout,1372.0,2.0,61.0,2
2579,HSR Layout,1750.0,3.0,95.0,3
2580,HSR Layout,2424.0,3.0,90.0,3
2581,HSR Layout,1027.0,2.0,44.0,2
2582,HSR Layout,1650.0,3.0,110.0,3
2583,HSR Layout,1140.0,2.0,46.0,2
2584,HSR Layout,1372.0,2.0,61.0,2
2585,HSR Layout,1140.0,2.0,46.0,2
2586,HSR Layout,1185.0,2.0,60.0,2
2587,HSR Layout,1127.0,2.0,68.0,2
2588,HSR Layout,1600.0,2.0,115.0,3
2589,HSR Layout,1145.0,2.0,48.0,2
2590,HSR Layout,1009.0,2.0,56.0,2
2591,HSR Layout,1300.0,2.0,98.0,2
2592,HSR Layout,2400.0,3.0,88.0,3
2593,HSR Layout,1140.0,2.0,46.0,2
2594,HSR Layout,1126.0,2.0,69.0,2
2595,HSR Layout,1360.0,2.0,53.0,3
2596,HSR Layout,1140.0,2.0,46.0,2
2597,HSR Layout,1145.0,2.0,46.0,2
2598,HSR Layout,1142.0,2.0,65.0,2
2599,HSR Layout,1145.0,2.0,46.0,2
2600,HSR Layout,2020.0,3.0,160.0,3
2601,HSR Layout,1844.0,3.0,95.0,3
2602,HSR Layout,1203.0,2.0,72.0,2
2603,HSR Layout,1140.0,2.0,46.0,2
2604,HSR Layout,1140.0,2.0,46.0,2
2605,HSR Layout,1145.0,2.0,46.0,2
2606,HSR Layout,1009.0,2.0,56.0,2
2607,HSR Layout,1145.0,2.0,46.0,2
2608,HSR Layout,1100.0,2.0,44.0,2
2609,HSR Layout,1203.0,2.0,60.0,2
2610,HSR Layout,1590.0,2.0,135.0,3
2611,HSR Layout,1120.0,2.0,70.0,2
2612,HSR Layout,1140.0,2.0,46.0,2
2613,HSR Layout,1289.0,2.0,70.0,2
2614,HSR Layout,1844.0,3.0,89.0,3
2615,HSR Layout,1203.0,2.0,60.0,2
2616,HSR Layout,1140.0,2.0,46.0,2
2617,Haralur Road,1240.0,2.0,70.0,2
2618,Haralur Road,1027.0,2.0,44.0,2
2619,Haralur Road,1464.0,3.0,56.0,3
2620,Haralur Road,2805.0,5.0,154.0,4
2621,Haralur Road,1194.0,2.0,47.0,2
2622,Haralur Road,1202.0,2.0,53.0,2
2623,Haralur Road,1056.0,2.0,61.0,2
2624,Haralur Road,1464.0,3.0,56.0,3
2625,Haralur Road,1810.0,3.0,100.0,3
2626,Haralur Road,1194.0,2.0,46.0,2
2627,Haralur Road,2805.0,4.0,154.0,4
2628,Haralur Road,1225.0,2.0,67.38,2
2629,Haralur Road,1243.0,2.0,46.0,2
2630,Haralur Road,1027.0,2.0,44.0,2
2631,Haralur Road,1920.0,3.0,115.0,3
2632,Haralur Road,1875.0,3.0,110.0,3
2633,Haralur Road,1194.0,2.0,47.0,2
2634,Haralur Road,1140.0,2.0,43.0,2
2635,Haralur Road,1027.0,2.0,44.0,2
2636,Haralur Road,1194.0,2.0,46.0,2
2637,Haralur Road,2017.0,3.0,125.0,3
2638,Haralur Road,1140.0,2.0,43.0,2
2639,Haralur Road,1875.0,3.0,110.0,3
2640,Haralur Road,1092.0,2.0,44.0,2
2641,Haralur Road,2475.0,4.0,130.0,3
2642,Haralur Road,1300.0,2.0,73.0,2
2643,Haralur Road,1194.0,2.0,47.0,2
2644,Haralur Road,1243.0,2.0,46.0,2
2645,Haralur Road,1850.0,3.0,110.0,3
2646,Haralur Road,1225.0,2.0,67.38,2
2647,Haralur Road,1243.0,2.0,46.0,2
2648,Haralur Road,1464.0,2.0,56.0,2
2649,Haralur Road,1230.0,2.0,78.0,2
2650,Haralur Road,1000.0,2.0,44.0,2
2651,Haralur Road,1300.0,2.0,79.0,2
2652,Haralur Road,1444.0,2.0,80.0,3
2653,Haralur Road,1088.0,2.0,68.0,2
2654,Haralur Road,1027.0,2.0,44.0,2
2655,Haralur Road,1464.0,3.0,56.0,3
2656,Haralur Road,1225.0,2.0,70.0,2
2657,Haralur Road,1464.0,3.0,56.0,3
2658,Haralur Road,1194.0,2.0,46.0,2
2659,Haralur Road,1000.0,2.0,78.0,2
2660,Haralur Road,1830.0,3.0,101.0,3
2661,Haralur Road,1810.0,3.0,126.0,3
2662,Haralur Road,1464.0,2.0,56.0,2
2663,Haralur Road,1520.0,2.0,96.0,3
2664,Haralur Road,1520.0,2.0,125.0,3
2665,Haralur Road,1300.0,2.0,75.0,2
2666,Haralur Road,2017.0,2.0,125.0,3
2667,Haralur Road,1243.0,2.0,46.0,2
2668,Haralur Road,1027.0,2.0,44.0,2
2669,Haralur Road,2805.0,5.0,160.0,4
2670,Haralur Road,1243.0,2.0,46.0,2
2671,Haralur Road,1027.0,2.0,44.0,2
2672,Haralur Road,2017.0,3.0,105.0,3
2673,Haralur Road,1243.0,2.0,46.0,2
2674,Haralur Road,1243.0,2.0,46.0,2
2675,Haralur Road,1520.0,2.0,90.0,3
2676,Haralur Road,1300.0,2.0,60.0,2
2677,Haralur Road,1985.0,3.0,130.0,3
2678,Haralur Road,1255.0,2.0,90.0,3
2679,Haralur Road,1056.0,2.0,60.0,2
2680,Haralur Road,1140.0,2.0,42.0,2
2681,Haralur Road,1245.0,2.0,62.0,2
2682,Haralur Road,1140.0,2.0,58.0,2
2683,Haralur Road,1140.0,2.0,42.0,2
2684,Haralur Road,1027.0,2.0,43.0,2
2685,Haralur Road,1194.0,2.0,47.0,2
2686,Haralur Road,1194.0,2.0,47.0,2
2687,Haralur Road,1560.0,3.0,90.0,3
2688,Haralur Road,1255.0,3.0,115.0,3
2689,Haralur Road,1520.0,2.0,85.0,3
2690,Haralur Road,1243.0,2.0,45.0,2
2691,Haralur Road,1027.0,2.0,44.0,2
2692,Haralur Road,1194.0,2.0,46.0,2
2693,Haralur Road,1650.0,3.0,100.0,3
2694,Haralur Road,1580.0,3.0,73.0,3
2695,Haralur Road,1243.0,2.0,46.0,2
2696,Haralur Road,1194.0,2.0,47.0,2
2697,Haralur Road,2805.0,4.0,154.0,4
2698,Haralur Road,1520.0,2.0,96.0,3
2699,Haralur Road,1510.0,3.0,83.05,3
2700,Haralur Road,1056.0,2.0,65.0,2
2701,Haralur Road,1810.0,3.0,100.0,3
2702,Haralur Road,1243.0,2.0,46.0,2
2703,Haralur Road,1194.0,2.0,46.0,2
2704,Haralur Road,1243.0,2.0,46.0,2
2705,Haralur Road,1194.0,2.0,46.0,2
2706,Haralur Road,1140.0,2.0,43.0,2
2707,Haralur Road,1850.0,3.0,120.0,3
2708,Haralur Road,1194.0,2.0,47.0,2
2709,Haralur Road,1194.0,2.0,47.0,2
2710,Haralur Road,1464.0,3.0,56.0,3
2711,Haralur Road,1243.0,2.0,46.0,2
2712,Haralur Road,1710.0,3.0,85.0,3
2713,Haralur Road,1730.0,3.0,95.0,3
2714,Haralur Road,1243.0,2.0,46.0,2
2715,Haralur Road,1243.0,2.0,46.0,2
2716,Haralur Road,1243.0,2.0,46.0,2
2717,Haralur Road,1817.0,3.0,110.0,3
2718,Haralur Road,1225.0,2.0,77.0,2
2719,Haralur Road,1285.0,2.0,78.0,2
2720,Haralur Road,1225.0,2.0,67.48,2
2721,Haralur Road,1225.0,2.0,69.84,2
2722,Haralur Road,1200.0,2.0,46.0,2
2723,Haralur Road,1315.0,2.0,85.0,2
2724,Haralur Road,1976.0,3.0,92.0,3
2725,Haralur Road,1300.0,2.0,75.0,2
2726,Haralur Road,1309.0,2.0,82.0,2
2727,Haralur Road,1027.0,1.0,44.0,2
2728,Haralur Road,1243.0,2.0,46.0,2
2729,Haralur Road,1243.0,2.0,46.0,2
2730,Haralur Road,1140.0,2.0,43.0,2
2731,Haralur Road,1300.0,2.0,75.0,2
2732,Haralur Road,1243.0,2.0,46.0,2
2733,Haralur Road,1890.0,3.0,84.0,3
2734,Haralur Road,953.0,2.0,90.0,2
2735,Haralur Road,1230.0,2.0,67.65,2
2736,Haralur Road,1194.0,2.0,46.0,2
2737,Haralur Road,1092.0,2.0,44.0,2
2738,Haralur Road,1464.0,3.0,56.0,3
2739,Haralur Road,1255.0,3.0,90.0,3
2740,Haralur Road,1735.0,3.0,97.0,3
2741,Haralur Road,1810.0,3.0,97.83,3
2742,Haralur Road,1200.0,2.0,46.0,2
2743,Haralur Road,1243.0,2.0,46.0,2
2744,Haralur Road,1810.0,3.0,112.0,3
2745,Harlur,1508.0,2.0,77.0,2
2746,Harlur,1752.12,3.0,135.0,3
2747,Harlur,2450.0,3.0,120.0,3
2748,Harlur,1460.0,3.0,73.0,3
2749,Harlur,1709.0,3.0,150.0,3
2750,Harlur,1174.0,2.0,69.0,2
2751,Harlur,1033.0,2.0,49.0,2
2752,Harlur,1197.0,2.0,84.0,2
2753,Harlur,1757.0,3.0,132.0,3
2754,Harlur,1174.0,2.0,76.0,2
2755,Harlur,1754.0,3.0,125.0,3
2756,Harlur,1290.0,2.0,85.0,2
2757,Harlur,1752.12,3.0,116.0,3
2758,Harlur,1754.0,3.0,135.0,3
2759,Harlur,1754.0,3.0,124.0,3
